W5000,SP500,NASDAQ,DJ
-0.503974427,-0.516914872,-1.138339826,-0.786149134
-0.961920845,-1.103544037,-0.520471457,-0.948303362
-0.851168201,-0.874584732,-0.856285793,-0.87916076
-1.100885342,-0.992156883,-1.754015103,-1.036430742
0.435621153,0.68072717,-0.522645097,0.509602091
0.143560244,0.062363582,0.206507457,-0.070244233
0.597787406,0.760814166,0.759914762,0.577262542
0.126433816,0.054123015,0.242528117,-0.347840971
0.164198257,0.208486234,0.151874733,-0.139266309
-0.309647512,0.007713371,-0.465846733,-0.640182152
0.731675032,0.461716865,0.456361317,0.620271122
0.191507015,0.069074027,0.558105786,0.139294022
0.390580291,0.321716095,0.348416003,0.357296215
-1.474807114,-1.572407917,-2.614247871,-1.933261575
-0.381685456,-0.295651036,-0.048257891,-0.648535606
-0.957666375,-0.947280736,-0.488714591,-1.054271997
0.307659475,0.212155818,0.12119157,0.420889669
0.763931009,0.828582869,0.767359766,0.877076335
0.949690028,1.114735185,0.680372516,0.969937648
-0.613086906,-0.586783648,-0.243826765,-0.68637653
-0.043203662,0.015485869,0.019145168,-0.21312881
0.576947148,0.655942468,0.515538876,0.819123735
0.6575915,0.697507906,0.758908922,0.762079105
-0.377622877,-0.336649132,-0.582898601,-0.641530914
0.421019691,1.143043764,-0.147447053,-0.029594868
1.152499806,0.521444597,0.446429313,0.801246686
0.170700305,-0.022615054,0.302815467,-0.070286236
-0.501501618,-0.673250397,0.127475761,-1.094210184
0.35653214,0.597829924,-0.520366376,0.120876689
0.955202694,0.983528331,0.392890615,0.593774526
-0.211874244,-0.336763648,0.132193967,-0.431774586
0.204087488,0.082424792,0.193254992,-0.091026489
-0.642723658,-0.766921052,-0.113079545,-0.78882872
-0.963624816,-0.963186696,-1.171267865,-1.092473091
-1.237036646,-0.84950574,-1.267237234,-0.257141764
0.26112999,0.291634896,0.101392955,0.225844717
0.203194578,0.153151113,0.361280771,0.205948866
-0.867905523,-1.123434407,-0.58351382,-0.843731681
-2.969497538,-2.928800397,-2.944853554,-2.247606533
-0.539321039,0.500736253,-1.495486294,0.190905416
-0.136423601,-0.931943501,0.015167219,-0.285382934
-1.036815923,-1.167156164,-0.501736856,-1.138498268
0.485439702,0.460439442,0.370211139,0.352551872
-1.078803778,-1.04509397,-0.915338199,-1.212177058
0.050865877,0.187136461,-0.296736123,0.140575248
0.376066059,0.381323735,0.112658758,0.172048895
-2.032412192,-1.838812894,-1.755427389,-1.966669905
-0.952395647,-0.969714615,-1.236848219,-0.61665387
-2.075258961,-1.755978747,-2.585475996,-1.233084283
0.291064687,0.355360387,-0.010823682,0.323753948
1.375273539,1.458900697,1.493366816,0.997491258
1.29549185,1.216147357,1.19780953,1.195231056
-0.73326109,-0.784252998,-0.100150234,-0.765978811
-0.720382563,-0.740343605,-0.031647239,-0.904616201
-0.833022009,-0.754277797,-0.922153972,-0.78950087
-1.47530812,-1.457529404,-1.129774017,-1.360790406
-0.901002751,-0.762610268,-0.778424386,-0.465316897
0.58959538,0.839405357,0.075946624,1.232521917
-0.435309822,-0.478797084,-0.625563005,-0.101639237
-1.158008388,-0.886675632,-1.800461575,-0.5644373
-0.493158748,-0.554930757,0.221987993,-0.692093832
-2.39700665,-1.966873486,-2.96497205,-1.341670971
2.073847933,2.417989025,-0.051406541,2.226221055
0.754079122,0.354257942,1.968723426,0.630603409
0.312460109,0.206789665,0.847888161,0.24619094
0.814258896,0.771674926,0.587064158,0.26788248
2.006299699,1.928667463,1.795046283,0.98892218
0.257911224,0.125591342,0.831807756,-0.099965137
0.049738074,-0.100460452,-0.021518102,-0.420714669
1.564483993,1.595380743,1.553481128,1.444679557
0.955546412,0.820955272,1.17434668,1.078517032
-0.534798373,-0.705615005,0.136025971,-0.587047839
-0.147926693,-0.197807697,0.005228075,-0.404022403
-0.172595236,-0.18993358,0.334029538,-0.449552934
-1.593355116,-1.818383575,-1.305905539,-1.739903934
0.58893503,0.763074433,0.221472354,0.657330521
-0.320007934,-0.435329277,0.205214626,-0.535145749
-0.137574708,-0.176344673,-0.247362038,-0.53684451
1.004249187,1.086694636,0.766407951,0.559150608
-0.157019517,-0.149762903,0.599569065,-0.099829124
-0.260656875,-0.383749532,0.025986851,-0.324839925
-0.79168628,-0.87307472,-0.27059391,-1.21928141
-0.376869221,-0.371684834,-0.470072943,-0.842450832
0.904026161,0.951786507,0.83416364,0.88897994
0.20164752,0.134037048,0.590124914,-0.091885996
-0.396507746,-0.327030605,-0.346405744,-0.5578982
2.095464683,2.349143094,1.112496023,2.325824211
1.90202793,1.877417083,1.024238871,1.659948431
0.540022224,0.481928644,0.772672581,0.218952114
0.04200702,-0.048088484,0.476776894,-0.218952114
-0.66270818,-0.966658083,0.145090707,-0.89343731
-0.59286959,-0.706716722,-0.025000625,-0.778241325
0.468265691,0.504148084,-0.025006877,0.32324964
-0.418789825,-0.479695216,-0.010004502,-0.14392785
0.186859655,0.179138555,0.07500938,0.367015782
0.306557327,0.219414171,0.468782027,0.398216704
-1.203104635,-1.241541717,-0.413810886,-0.542991977
-1.33364563,-1.182271635,-1.510146488,-1.275804971
0.485523796,0.753970182,0.263397984,0.60641998
-0.408248914,-0.737338165,-0.040477637,-0.718905265
0.380770024,0.37349091,-0.141800895,0.079344876
0.940962748,0.825019117,0.646597525,0.963675522
-0.105845646,-0.090419635,-0.297521714,-0.133746324
1.212051617,1.558515492,0.518827508,2.14290181
0.444440059,0.436258569,0.486155575,0.903699855
0.652706459,0.834876809,0.50370403,0.884319399
0.909706588,1.002235561,0.173960629,0.342550985
-0.154694246,-0.198059086,-0.119254673,0.139388512
-1.014058132,-1.124458596,-0.388562808,-0.858519626
0.300126674,0.344261979,-0.224859558,0.140393805
0.840722971,0.906999614,0.489047334,0.995201117
-0.884086621,-0.851068967,-0.584140057,-0.640566786
-0.443080933,-0.295988377,-0.794293337,-0.592513917
0.419489297,0.527368382,0.08072247,0.731089094
0.232628963,0.18312836,0.317212824,0.428030425
-0.558152317,-0.622408648,-0.140859265,-0.620735853
-1.664664746,-1.735944444,-1.506457441,-1.709949001
0.141206798,0.170891525,-0.260983184,0.511609592
-0.410205989,-0.464529583,-0.03587444,-0.828814777
0.444313987,0.570173411,0.312188385,0.208135766
0.713593687,0.712207607,0.667161447,0.598985923
-0.499135073,-0.533679604,-0.325385411,-0.304198398
-0.343975734,-0.373650016,-0.372439909,-0.130654552
-0.375538382,-0.46494639,-0.097164343,-0.262972195
0.231088045,0.18787018,0.127828216,0.425691243
-0.269265054,-0.220579314,-0.286562472,-0.348680187
-0.538364567,-0.491925236,-0.632311579,-0.240424828
0.445588248,0.516458089,0.38603131,0.557040519
0.325507432,0.204206728,0.604355233,0.217378954
0.104125395,0.154918699,-0.158417899,0.855756508
-2.06453377,-2.215997429,-1.650117367,-1.970518383
-0.780828011,-0.727336735,-0.615418652,-0.495853465
-0.238405835,-0.209987058,-0.068032554,0.088228471
0.446745064,0.519960917,0.537762019,0.549671293
-2.327384232,-2.344287105,-1.706750108,-1.871935103
-0.365499575,-0.411876333,-0.78698694,-0.325057996
-1.325975344,-1.228495422,-0.852437812,-1.037568968
0.413365787,0.572868505,0.086109472,0.396139059
0.719919421,0.681418948,0.76632834,0.629632586
0.490423819,0.762153122,-0.05874029,0.883298357
-0.869506499,-1.072097408,-0.562446243,-0.905717104
-0.693623373,-0.605433436,-0.236635584,-0.179531141
0.278357869,0.415549035,0.36547391,0.280965383
-0.316526759,-0.320166414,-0.306262497,-0.382685166
-0.378326918,0.02599766,-1.25086239,-0.270177557
-0.286984938,-0.190806649,-0.059956942,-0.147245701
0.413530349,-0.043415969,0.087198218,0.136565807
2.650292636,3.230221888,1.433270432,2.529852363
1.060641648,1.236853474,1.158551172,0.789470202
-2.276898193,-2.200105536,-0.836869573,-2.253416997
0.216288928,0.195088912,0.341990287,0.100924761
-0.955520797,-1.304978219,-0.016004695,-0.885972878
-0.165386339,-0.05152426,-0.154844252,0.236398347
0.69279199,0.718934969,0.570136085,0.471126744
-2.191187829,-2.268414141,-1.920453829,-2.089766514
-0.958948461,-0.832206634,-1.154885637,-0.343750338
0.680484627,0.858374369,0.251723893,0.730556322
-0.159350491,-0.200794515,-0.394283409,-0.238133814
-0.030381285,-0.043704384,0.148038517,-0.10308785
-0.424614721,-0.280161276,-0.996621965,-0.296670187
-0.195148502,-0.324917959,0.298375732,-0.447266218
0.097621855,0.114280703,0.071698428,0.160570846
-0.513794439,-0.528542457,-0.403282043,-0.563736175
-1.22274514,-1.450138841,-0.878466674,-1.594594672
-0.291367688,-0.071716722,-0.886252155,0.21179144
1.442448419,1.742421183,0.612241079,1.682003368
0.017067613,-0.229398371,0.480421012,-0.114971058
-0.132350261,-0.088370455,-0.005573049,-0.173311319
0.191211176,0.176662885,0.389365271,0.484033908
-0.427314555,-0.557548238,0.005551392,-0.310722589
-1.600614317,-1.574272226,-1.189459787,-1.299241911
-0.985643242,-0.942035952,-0.970936219,-0.937944031
-0.722419665,-0.492656776,-1.324749574,-0.023530723
-1.770179027,-1.846092672,-1.704389084,-1.483653052
1.000582154,1.378566496,-0.774788169,1.046710946
0.449502967,0.531526178,0.417488038,0.130537772
-0.143976989,-0.045710107,-0.193826967,0.083206562
-0.78932505,-0.688170812,-1.099561799,-1.021887577
0.461493874,0.770433968,-0.184441522,0.452965063
-0.01963269,-0.155442815,0.214158321,-0.332641679
-0.140218031,-0.183183785,-0.047551118,-0.311131993
1.177242,1.112236828,1.140910316,1.176689903
0.347406268,0.280657465,0.953530288,0.047178011
1.902411341,1.933984533,1.197965656,1.709380222
0.672226595,0.689292231,0.642240868,0.86623755
-0.444489119,-0.512097181,-0.062894882,-0.403634465
0.287381244,0.212220435,0.564634916,0.519695652
-0.874166894,-1.128148763,-0.358944065,-1.18016623
0.184443583,0.321084828,0.17108644,0.718752714
-0.019034764,-0.026717727,-0.045594438,0.081295392
-0.170609342,-0.276501982,0.131028019,-0.208831711
1.439703371,1.621297972,0.940623436,1.264501967
1.052176082,1.162041821,0.702506612,0.637634427
-0.253955491,-0.339352077,-0.196204901,-0.387120383
0.519073261,0.547613173,0.26338663,0.477709817
0.191224781,0.08664761,0.686022936,-0.295911156
0.652626655,0.656079701,0.686869149,0.725093813
-0.136380581,-0.189475554,-0.143630563,-0.192369408
0.025951738,-0.008621061,-0.071892717,-0.033286574
-0.137369562,-0.138038155,-0.193814608,-0.351372798
0.406535228,0.44792908,0.392775655,0.181200503
0.43315353,0.394579342,0.621957587,0.452755626
-0.025770089,-0.094214388,0.065821954,0.314886321
-0.972463114,-1.085562483,-0.236062803,-0.65455814
0.238978794,0.242256564,0.208642254,0.339671819
1.139214879,1.262306916,0.732283725,1.143516298
1.071510888,1.229714856,0.689115291,1.054065074
0.489506038,0.521228587,0.469345128,0.395893418
-0.85389785,-1.062135923,-0.582966133,-0.937862342
-0.547436091,-0.629093293,0.09198886,-0.568376049
-0.852658812,-0.968343828,-0.401041075,-0.907179963
0.176607843,0.266586562,0.298224431,0.403945509
0.261837918,0.317256429,0.146076256,0.078944737
0.529060147,0.554916693,0.52841706,0.636346572
0.148527134,0.178624638,-0.037651615,0
0.820339714,0.854669895,0.745012156,1.018842685
0.652110659,0.663449841,0.458178745,0.692683444
-0.692190983,-0.916550457,-0.298110415,-0.957166349
0.837520375,0.874690186,0.32999817,0.573319692
-0.143704432,-0.209564602,-0.069102993,-0.011549745
-0.714271279,-0.800374971,-0.212924599,-0.772231471
-0.058934756,-0.177792876,0.297967657,-0.154931331
-1.045294214,-1.107714121,-0.703777697,-1.463240246
-0.749098278,-0.748229679,-0.584906822,-0.530196893
-0.824489786,-0.823477977,-1.027813873,-0.590429626
-0.400039274,-0.261460843,-0.649158104,-0.409979116
0.256209423,0.261460843,-0.175284883,0.409979116
-0.175230245,-0.087077679,-0.379006798,0.057406656
-0.331924579,-0.340329313,-0.325221465,-0.216643312
-1.157223356,-1.13402824,-1.311567095,-0.697394821
-0.453768379,-0.398636308,-0.21840795,-0.460777363
-0.456700492,-0.694756513,0.095262118,-0.659169307
-0.311405468,-0.178922932,-0.663110044,-0.55919045
0.27685271,0.321831138,0.259023738,0.23409025
-0.234409909,-0.1607861,-0.40572579,-0.046529284
-1.525334984,-1.594987631,-1.295767164,-1.420948002
-0.131102556,0.027246719,-0.544897961,-0.118085047
-0.456236975,-0.445962059,-0.339911029,-0.224123212
-0.709213388,-0.585492479,-1.359616551,-0.833651092
0.416906169,0.567247633,0.251234393,0.393908731
1.526478402,1.476141814,1.264078064,1.371528229
-1.055664406,-1.157336607,-0.809955252,-0.979165053
-0.382145786,0,-0.5592139,-0.072358903
-0.575079469,-0.99621534,0.145930038,-0.546876852
-1.136732426,-1.173386217,-0.931765656,-0.682458988
-0.377577093,-0.297840875,-0.797994481,-0.3620028
-0.096882124,-0.074599034,-0.297177039,0.16850698
0.881150378,1.020890537,0.623054975,1.221698501
1.510528701,1.684712983,1.064997857,1.675355245
-0.165532908,-0.281856803,0.152055705,-0.339989734
-0.597128104,-0.630225404,-0.374707698,-0.908595706
0.859905465,1.02097514,0.345484167,1.095979416
-0.504930781,-0.045357646,-0.316159514,0.034479787
-0.079070701,-0.545902548,0.450517101,-0.034479787
-0.682243428,-0.824482501,-0.409477027,-1.072323301
-0.758137401,-0.979856241,-0.32291236,-0.784876487
-0.364039155,-0.334977516,-0.489286796,0.239364983
-0.184784335,-0.065265025,-0.675958696,0.095085584
0.100586765,0.288708,-0.764456661,0.663079506
1.139236298,1.201715331,0.758506936,1.12903429
0.637331444,0.677658271,0.463018754,1.311802288
-0.081893525,-0.109579045,0.295683243,-0.081257926
0.642660902,0.900456309,-0.082703218,0.507083908
0.090209611,0.027160382,0.23611368,-0.12683229
0.470950177,0.541664229,0.335501654,0.160627084
-0.139995004,-0.306582747,-0.05289917,-0.310617435
0.598228188,0.728846525,0.434120123,0.883388389
-0.110415911,-0.107642637,0.41475656,-0.148893533
0.12793104,0.044865181,0.302677763,-0.022833931
-0.113026538,-0.269493516,0.029055409,-0.172022875
-0.701158416,-0.73128119,-0.384212837,-0.619563458
-0.749684498,-0.846267392,-0.432546852,-0.323988125
-1.552572891,-1.565697852,-1.380227172,-1.338573761
-0.15279118,-0.009282896,-0.458375062,0.046796878
-0.502509062,-0.586566553,-0.149276039,-0.445457021
1.491056181,1.749477674,0.607651101,1.656984885
-0.853825561,-1.060846626,-0.237854664,-0.696977512
-1.477341488,-1.579693549,-0.842978716,-1.59770292
-0.815789879,-0.927597754,-0.850145303,-0.951667586
-1.226004845,-1.388445726,-0.949085423,-1.456812607
-0.82796945,-0.609315682,-1.360146519,-0.510006282
-0.203103298,-0.233100339,-0.037186242,-0.134645614
-0.323928337,-0.233644966,-0.341519783,-0.268549673
-0.281208622,-0.17559267,-0.580145727,-0.037319916
1.068364999,1.386554429,-0.438899695,1.422415466
0.351411644,0.230835921,0.338749461,0.554263415
4.057622029,4.645887786,1.615142578,4.781438805
0.016210521,-0.468815493,1.656162767,-0.217984394
0.396339105,0.578806338,-0.042435816,1.09593423
3.064091294,3.475009836,1.229375493,3.597872632
2.518514204,2.697322344,1.733804268,2.485841962
-0.207187086,-0.665372945,1.37384874,-1.842561202
1.947823844,1.923466479,1.555510105,1.135374939
1.071267065,0.821585954,1.835225679,0.846232474
-1.091275735,-1.222114846,-0.320432014,-1.006833291
0.440928826,0.468544538,0.77402372,1.106513538
1.260430776,1.560094044,-0.712105956,0.892678988
-0.760297248,-1.059902251,-0.230979512,-0.696967795
1.37971691,1.702133075,1.283326195,1.590545875
1.803567121,1.975698113,1.360489959,1.714922679
-0.8226664,-1.073560813,-0.644754665,-1.179739791
0.648094577,0.681531562,0.501834676,0.160653139
-0.020840848,-0.188393388,0.537635704,-0.352244003
-0.791955849,-0.823253188,-0.164275582,-0.627698766
0.828825164,1.044374445,0.235377945,1.30047683
0.77749344,0.701070777,0.925176667,0.469132641
0.879535426,0.962051157,0.922063096,0.803901884
-0.227256685,-0.419254021,0.262657276,-0.28628952
-0.899080399,-0.990589458,-0.101764825,-1.177415295
-0.215453693,-0.032645067,-0.327420383,-0.069821739
1.731970707,1.91606169,1.021645109,1.997808316
-0.437482502,-0.715235902,0.377128431,-0.77105193
-0.194964917,-0.145278476,-0.249489208,-0.198556217
-0.277710924,-0.396552941,0.244187402,-0.677402891
0.117982902,0.242974121,0.015904573,0.149965797
-0.206759769,-0.30786705,0.211819609,-0.170630886
-1.207871338,-1.31500241,-0.413464676,-1.430786897
-0.813969228,-0.999801759,-0.324546054,-1.111788298
1.081691982,1.278948082,0.557992679,1.273860207
-0.357658761,-0.377854893,-0.361011222,-0.456014261
0.447273823,0.386053295,0.398100263,0.395405861
2.868837588,4.009374121,1.686185715,4.004964197
2.140533498,1.430997559,1.862943161,2.273122588
1.668666702,1.73181161,1.320553499,2.138527437
2.504471017,2.576219607,2.057500795,2.594612552
-0.063496004,-0.022312298,-0.074171141,-0.903565338
1.947719177,1.674389109,1.47794407,1.139269131
-1.371168286,-1.577738419,-0.156089979,-1.820084537
-0.632782157,-0.745882476,-0.190564666,-0.378900638
2.013973783,2.338249333,1.04606009,2.596154395
-0.052275601,-0.109765479,0.420199126,-0.533198182
1.812875713,1.921671839,1.540037133,1.984517645
0.06820875,-0.122174725,1.68482502,0.276181915
0.014760718,-0.165533162,0.470238546,-0.533736836
-3.821756171,-4.049790961,-2.525945072,-3.585717139
0.59191372,0.866323566,0,1.093354885
0.815493017,0.593121549,1.080272042,0.027827193
-0.943334975,-1.257129659,-0.155634714,-1.538075922
0.109692545,0.089786762,0.358068698,0.073636592
1.151383717,1.307693797,0.88494081,1.399828607
1.500938197,1.48009736,1.448529388,1.615595014
3.508278655,3.838393869,2.325158108,4.159502064
-0.401528672,-0.70944701,1.000499658,-1.443512122
0.333922112,0.211252807,0.893732168,0.148430094
-0.967185939,-1.217283255,-0.127818075,-1.372782685
1.723950722,1.820412932,1.510106827,2.174858925
-1.034499034,-1.309048181,0.09552758,-1.494727962
0.406761683,0.424148805,0.480593223,0.972736025
-1.150029486,-1.585585495,0.469696854,-1.414102289
-1.614071593,-1.807975195,-1.415761281,-1.794018087
-1.447524295,-1.18188199,-1.923855863,-1.32354366
1.694100722,1.836525003,1.228147616,1.916049774
0.397303887,0.296811309,0.669542794,0.44668942
-0.722464126,-0.95875226,0.056683164,-1.05681944
-1.774658157,-2.064665584,-1.590543197,-2.102736719
-0.938219111,-0.965757085,-0.274969128,-0.905083552
0.629801064,0.712120246,0.756557087,0.905083552
0.670007292,0.744161791,0.772747084,0.733304737
-0.523193308,-0.505426972,-0.10940202,-0.448710092
2.684506994,3.182786806,1.701799265,3.568221926
0.373421478,0.129842044,1.402031942,-0.791167059
-0.036099078,0.072061688,0.250122012,0.195717532
-0.063899541,-0.093690324,0.414079267,-0.169535079
1.782121753,2.196479946,0.894118665,2.327837131
0.638832005,0.66786427,0.566739026,0.12212499
-0.409090244,-0.639653536,0.020774904,-0.936305277
-1.187093744,-1.284571086,-1.447905782,-1.843863231
-0.410150756,-0.307615509,-1.43924028,-0.899005429
0.079537717,0.271894844,-0.222612361,0.540372526
-1.605710116,-1.846161903,-0.860849805,-1.465364576
-1.643340873,-1.57726191,-2.468288627,-1.672349941
-0.058580636,0.044355734,-0.039885662,-0.241062405
1.447979469,1.605665201,1.465276035,2.123222011
-0.81754345,-0.898636184,-0.459710536,-0.69345172
1.384332085,1.709940888,0.280455924,2.531133715
0.254604347,0.158592882,1.096712185,0.462887574
0.646183304,0.639025689,0.556791908,0.964379551
1.397766242,1.745344056,0.373767969,2.408866628
-0.788149602,-0.996650766,-0.429738521,-1.097023334
0.326457813,0.333321822,0.030141882,0.068917665
-0.48525047,-0.64637793,-0.427139038,-1.160921832
0.297357465,0.220664217,0.48739556,-0.079277528
-1.414625417,-1.648901076,-0.786181155,-1.880860624
1.68980635,2.152466097,0.45432006,1.836896597
0.649170618,0.430624364,0.4694541,-0.113822784
2.314199699,2.304875211,1.653423272,2.460647541
0.149950544,-0.061972803,0.837529359,0.479742326
1.188945556,1.096051526,0.975943017,1.50158234
-0.560273617,-0.683623116,-0.037360676,-0.786718148
0.624086679,0.622288055,0.847550293,-0.016609763
-0.537431848,-0.663454436,0.238496762,-0.895461962
0.623547794,0.636182328,0.879153502,0.640432855
0.21267107,0.040905373,0.612863903,0.365708783
-0.167998885,-0.211524762,-0.178195414,-0.476794191
-0.706576978,-0.774852164,-0.609881947,-1.07929958
0.618527402,0.699687311,0.321668064,0.258079138
-1.566905764,-1.681986299,-0.824561779,-1.680047049
-2.831607703,-2.734297607,-3.012501571,-2.190040245
1.034649873,1.263682868,1.033796398,1.144689654
0.010197457,-0.148257996,0.932136082,-0.388458292
1.733325512,1.910418131,1.647294217,2.442023865
0.306861253,0.166216535,0.605237747,0.103364039
0.506922254,0.545186127,0.57341459,1.023158263
-1.22350765,-1.623569973,-0.080563952,-1.490083717
0.071085601,0.188685894,0.052373951,0.268560255
0.676800055,0.716549728,0.466126376,0.189912152
1.201947093,1.294783929,0.882082791,1.23684817
0.557660066,0.539121652,0.146921622,0.848961917
-0.676152852,-0.840656969,-0.365718328,-1.088600901
-0.325259323,-0.481597078,0.111447233,-0.738306936
1.515632647,1.709443336,1.339543887,1.886682076
0.187930255,0.088096777,0.731314732,-0.11498219
0.818470189,0.870010546,0.787879335,0.970881413
-0.110248263,-0.417199986,0.150657707,-0.365263852
-0.508972775,-0.588376228,0.003860035,-0.520058222
-0.03242395,0.00678265,-0.027023375,0.136008181
0.397439823,0.37909604,0.880283991,0.358431537
-1.594730729,-1.717365365,-0.81081006,-1.143016834
